"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KG000038353","BISHKEK, KG","1980-06-07","70","81","56"
"KG000038353","BISHKEK, KG","1980-06-08","75","89","58"
"KG000038353","BISHKEK, KG","1980-06-09","78","91","63"
"KG000038353","BISHKEK, KG","1980-06-10","76","86","63"
"KG000038353","BISHKEK, KG","1980-06-11","74","84","62"
"KG000038353","BISHKEK, KG","1980-06-12","67","75","60"
"KG000038353","BISHKEK, KG","1980-06-13","65","77","58"
"KG000038353","BISHKEK, KG","1980-06-14","65","77","54"
"KG000038353","BISHKEK, KG","1980-06-15","70","83","55"
"KG000038353","BISHKEK, KG","1980-06-16","73","86","58"
"KG000038353","BISHKEK, KG","1980-06-17","76","89","62"
"KG000038353","BISHKEK, KG","1980-06-18","79","93","65"
"KG000038353","BISHKEK, KG","1980-06-19","81","94","68"
"KG000038353","BISHKEK, KG","1980-06-20","80","92","68"
"KG000038353","BISHKEK, KG","1980-06-21","77","89","65"
"KG000038353","BISHKEK, KG","1980-06-22","80","92","68"
"KG000038353","BISHKEK, KG","1980-06-23","83","96","68"
"KG000038353","BISHKEK, KG","1980-06-24","69","83","61"
"KG000038353","BISHKEK, KG","1980-06-25","71","80","60"
"KG000038353","BISHKEK, KG","1980-06-26","69","82","60"
"KG000038353","BISHKEK, KG","1980-06-27","64","73","54"
"KG000038353","BISHKEK, KG","1980-06-28","64","73","56"
"KG000038353","BISHKEK, KG","1980-06-29","63","77","48"
"KG000038353","BISHKEK, KG","1980-06-30","68","82","51"
"KG000038353","BISHKEK, KG","1980-07-01","73","88","56"
"KG000038353","BISHKEK, KG","1980-07-02","75","92","55"
"KG000038353","BISHKEK, KG","1980-07-03","79","94","60"
"KG000038353","BISHKEK, KG","1980-07-04","78","94","63"
"KG000038353","BISHKEK, KG","1980-07-05","80","93","66"
"KG000038353","BISHKEK, KG","1980-07-06","83","96","68"
"KG000038353","BISHKEK, KG","1980-07-07","84","97","69"
"KG000038353","BISHKEK, KG","1980-07-08","84","94","71"
"KG000038353","BISHKEK, KG","1980-07-09","83","96","67"
"KG000038353","BISHKEK, KG","1980-07-10","85","99","69"
"KG000038353","BISHKEK, KG","1980-07-11","80","87","74"
"KG000038353","BISHKEK, KG","1980-07-12","78","93","64"
"KG000038353","BISHKEK, KG","1980-07-13","82","98","63"
"KG000038353","BISHKEK, KG","1980-07-14","83","99","67"
"KG000038353","BISHKEK, KG","1980-07-15","85","100","67"
"KG000038353","BISHKEK, KG","1980-07-16","86","100","70"
"KG000038353","BISHKEK, KG","1980-07-17","87","101","69"
"KG000038353","BISHKEK, KG","1980-07-18","77","89","60"
"KG000038353","BISHKEK, KG","1980-07-19","69","80","59"
"KG000038353","BISHKEK, KG","1980-07-20","72","86","56"
"KG000038353","BISHKEK, KG","1980-07-21","75","90","58"
"KG000038353","BISHKEK, KG","1980-07-22","76","92","61"
"KG000038353","BISHKEK, KG","1980-07-23","78","92","61"
"KG000038353","BISHKEK, KG","1980-07-24","81","95","65"
"KG000038353","BISHKEK, KG","1980-07-25","75","88","61"
"KG000038353","BISHKEK, KG","1980-07-26","74","88","58"
"KG000038353","BISHKEK, KG","1980-07-27","77","91","63"
"KG000038353","BISHKEK, KG","1980-07-28","72","80","61"
"KG000038353","BISHKEK, KG","1980-07-29","69","82","56"
"KG000038353","BISHKEK, KG","1980-07-30","69","82","56"
"KG000038353","BISHKEK, KG","1980-07-31","71","85","57"
"KG000038353","BISHKEK, KG","1980-08-01","83","99","62"
"KG000038353","BISHKEK, KG","1980-08-02","76","91","69"
"KG000038353","BISHKEK, KG","1980-08-03","69","81","56"
"KG000038353","BISHKEK, KG","1980-08-04","72","83","56"
"KG000038353","BISHKEK, KG","1980-08-05","74","87","62"
"KG000038353","BISHKEK, KG","1980-08-06","69","75","61"
"KG000038353","BISHKEK, KG","1980-08-07","68","81","49"
"KG000038353","BISHKEK, KG","1980-08-08","67","77","53"
"KG000038353","BISHKEK, KG","1980-08-09","74","86","64"
"KG000038353","BISHKEK, KG","1980-08-10","78","92","65"
"KG000038353","BISHKEK, KG","1980-08-11","80","90","67"
"KG000038353","BISHKEK, KG","1980-08-12","71","81","59"
"KG000038353","BISHKEK, KG","1980-08-13","73","82","64"
"KG000038353","BISHKEK, KG","1980-08-14","72","84","59"
"KG000038353","BISHKEK, KG","1980-08-15","74","87","58"
"KG000038353","BISHKEK, KG","1980-08-16","75","89","59"
"KG000038353","BISHKEK, KG","1980-08-17","78","90","63"
"KG000038353","BISHKEK, KG","1980-08-18","80","95","64"
"KG000038353","BISHKEK, KG","1980-08-19","80","96","62"
"KG000038353","BISHKEK, KG","1980-08-20","83","98","66"
"KG000038353","BISHKEK, KG","1980-08-21","85","100","69"
"KG000038353","BISHKEK, KG","1980-08-22","78","85","71"
"KG000038353","BISHKEK, KG","1980-08-23","69","79","59"
"KG000038353","BISHKEK, KG","1980-08-24","71","84","54"
"KG000038353","BISHKEK, KG","1980-08-25","69","86","52"
"KG000038353","BISHKEK, KG","1980-08-26","72","90","53"
"KG000038353","BISHKEK, KG","1980-08-27","75","90","56"
"KG000038353","BISHKEK, KG","1980-08-28","81","92","67"
"KG000038353","BISHKEK, KG","1980-08-29","77","88","63"
"KG000038353","BISHKEK, KG","1980-08-30","76","88","68"
"KG000038353","BISHKEK, KG","1980-08-31","62","70","57"
"KG000038353","BISHKEK, KG","1980-09-01","62","76","47"
"KG000038353","BISHKEK, KG","1980-09-02","67","82","53"
"KG000038353","BISHKEK, KG","1980-09-03","70","85","53"
"KG000038353","BISHKEK, KG","1980-09-04","74","86","59"
"KG000038353","BISHKEK, KG","1980-09-05","76","89","60"
"KG000038353","BISHKEK, KG","1980-09-06","76","87","60"
"KG000038353","BISHKEK, KG","1980-09-07","71","83","56"
"KG000038353","BISHKEK, KG","1980-09-08","65","76","51"
"KG000038353","BISHKEK, KG","1980-09-09","60","76","45"
"KG000038353","BISHKEK, KG","1980-09-10","61","69","55"
"KG000038353","BISHKEK, KG","1980-09-11","58","65","52"
"KG000038353","BISHKEK, KG","1980-09-12","55","67","46"
"KG000038353","BISHKEK, KG","1980-09-13","55","71","39"
"KG000038353","BISHKEK, KG","1980-09-14","57","74","40"
"KG000038353","BISHKEK, KG","1980-09-15","66","80","51"
"KG000038353","BISHKEK, KG","1980-09-16","69","83","51"
"KG000038353","BISHKEK, KG","1980-09-17","71","85","51"
"KG000038353","BISHKEK, KG","1980-09-18","69","85","52"
"KG000038353","BISHKEK, KG","1980-09-19","67","84","50"
"KG000038353","BISHKEK, KG","1980-09-20","68","85","50"
"KG000038353","BISHKEK, KG","1980-09-21","73","87","53"
"KG000038353","BISHKEK, KG","1980-09-22","77","95","54"
"KG000038353","BISHKEK, KG","1980-09-23","73","84","61"
"KG000038353","BISHKEK, KG","1980-09-24","64","73","53"
"KG000038353","BISHKEK, KG","1980-09-25","69","82","53"
"KG000038353","BISHKEK, KG","1980-09-26","63","72","57"
"KG000038353","BISHKEK, KG","1980-09-27","57","67","46"
"KG000038353","BISHKEK, KG","1980-09-28","56","68","42"
"KG000038353","BISHKEK, KG","1980-09-29","57","67","46"
"KG000038353","BISHKEK, KG","1980-09-30","56","68","43"
"KG000038353","BISHKEK, KG","1980-10-01","57","73","44"
"KG000038353","BISHKEK, KG","1980-10-02","58","74","45"
"KG000038353","BISHKEK, KG","1980-10-03","65","82","47"
"KG000038353","BISHKEK, KG","1980-10-04","64","78","47"
"KG000038353","BISHKEK, KG","1980-10-05","72","90","54"
"KG000038353","BISHKEK, KG","1980-10-06","68","75","63"
"KG000038353","BISHKEK, KG","1980-10-07","53","64","47"
"KG000038353","BISHKEK, KG","1980-10-08","47","59","35"
"KG000038353","BISHKEK, KG","1980-10-09","49","61","34"
"KG000038353","BISHKEK, KG","1980-10-10","49","58","41"
"KG000038353","BISHKEK, KG","1980-10-11","45","49","41"
"KG000038353","BISHKEK, KG","1980-10-12","47","56","42"
"KG000038353","BISHKEK, KG","1980-10-13","50","62","40"
"KG000038353","BISHKEK, KG","1980-10-14","54","67","43"
"KG000038353","BISHKEK, KG","1980-10-15","58","76","44"
"KG000038353","BISHKEK, KG","1980-10-16","57","69","43"
"KG000038353","BISHKEK, KG","1980-10-17","56","63","49"
"KG000038353","BISHKEK, KG","1980-10-18","56","63","49"
"KG000038353","BISHKEK, KG","1980-10-19","55","67","45"
"KG000038353","BISHKEK, KG","1980-10-20","59","73","46"
"KG000038353","BISHKEK, KG","1980-10-21","58","72","46"
"KG000038353","BISHKEK, KG","1980-10-22","51","56","44"
"KG000038353","BISHKEK, KG","1980-10-23","44","51","36"
"KG000038353","BISHKEK, KG","1980-10-24","45","60","33"
"KG000038353","BISHKEK, KG","1980-10-25","47","59","32"
"KG000038353","BISHKEK, KG","1980-10-26","46","61","32"
"KG000038353","BISHKEK, KG","1980-10-27","46","58","34"
"KG000038353","BISHKEK, KG","1980-10-28","48","65","34"
"KG000038353","BISHKEK, KG","1980-10-29","54","69","42"
"KG000038353","BISHKEK, KG","1980-10-30","54","65","45"
"KG000038353","BISHKEK, KG","1980-10-31","51","64","38"
"KG000038353","BISHKEK, KG","1980-11-01","51","68","37"
"KG000038353","BISHKEK, KG","1980-11-02","53","71","40"
"KG000038353","BISHKEK, KG","1980-11-03","57","68","44"
"KG000038353","BISHKEK, KG","1980-11-04","51","58","47"
"KG000038353","BISHKEK, KG","1980-11-05","48","52","45"
"KG000038353","BISHKEK, KG","1980-11-06","47","56","40"
"KG000038353","BISHKEK, KG","1980-11-07","46","62","34"
"KG000038353","BISHKEK, KG","1980-11-08","45","52","41"
"KG000038353","BISHKEK, KG","1980-11-09","49","66","33"
"KG000038353","BISHKEK, KG","1980-11-10","59","78","45"
"KG000038353","BISHKEK, KG","1980-11-11","60","68","51"
"KG000038353","BISHKEK, KG","1980-11-12","56","69","46"
"KG000038353","BISHKEK, KG","1980-11-13","55","64","50"
"KG000038353","BISHKEK, KG","1980-11-14","58","71","47"
"KG000038353","BISHKEK, KG","1980-11-15","49","56","45"
"KG000038353","BISHKEK, KG","1980-11-16","46","54","38"
"KG000038353","BISHKEK, KG","1980-11-17","47","59","36"
"KG000038353","BISHKEK, KG","1980-11-18","49","53","45"
"KG000038353","BISHKEK, KG","1980-11-19","40","50","35"
"KG000038353","BISHKEK, KG","1980-11-20","42","51","37"
"KG000038353","BISHKEK, KG","1980-11-21","40","45","35"
"KG000038353","BISHKEK, KG","1980-11-22","43","46","38"
"KG000038353","BISHKEK, KG","1980-11-23","50","64","37"
"KG000038353","BISHKEK, KG","1980-11-24","46","59","38"
"KG000038353","BISHKEK, KG","1980-11-25","41","44","38"
"KG000038353","BISHKEK, KG","1980-11-26","39","43","35"
"KG000038353","BISHKEK, KG","1980-11-27","41","48","33"
"KG000038353","BISHKEK, KG","1980-11-28","44","56","35"
"KG000038353","BISHKEK, KG","1980-11-29","42","52","33"
"KG000038353","BISHKEK, KG","1980-11-30","34","43","30"
"KG000038353","BISHKEK, KG","1980-12-01","33","44","27"
"KG000038353","BISHKEK, KG","1980-12-02","48","60","34"
"KG000038353","BISHKEK, KG","1980-12-03","44","51","39"
"KG000038353","BISHKEK, KG","1980-12-04","43","53","39"
"KG000038353","BISHKEK, KG","1980-12-05","44","56","34"
"KG000038353","BISHKEK, KG","1980-12-06","47","58","36"
"KG000038353","BISHKEK, KG","1980-12-07","42","63","31"
"KG000038353","BISHKEK, KG","1980-12-08","50","67","37"
"KG000038353","BISHKEK, KG","1980-12-09","42","53","31"
"KG000038353","BISHKEK, KG","1980-12-10","45","71","33"
"KG000038353","BISHKEK, KG","1980-12-11","45","58","38"
"KG000038353","BISHKEK, KG","1980-12-12","51","63","41"
"KG000038353","BISHKEK, KG","1980-12-13","46","54","39"
"KG000038353","BISHKEK, KG","1980-12-14","36","44","32"
"KG000038353","BISHKEK, KG","1980-12-15","31","40","25"
"KG000038353","BISHKEK, KG","1980-12-16","28","32","25"
"KG000038353","BISHKEK, KG","1980-12-17","27","30","25"
"KG000038353","BISHKEK, KG","1980-12-18","26","28","25"
"KG000038353","BISHKEK, KG","1980-12-19","25","27","24"
"KG000038353","BISHKEK, KG","1980-12-20","24","27","23"
"KG000038353","BISHKEK, KG","1980-12-21","23","26","21"
"KG000038353","BISHKEK, KG","1980-12-22","23","26","20"
"KG000038353","BISHKEK, KG","1980-12-23","23","29","19"
"KG000038353","BISHKEK, KG","1980-12-24","27","44","14"
"KG000038353","BISHKEK, KG","1980-12-25","34","45","26"
"KG000038353","BISHKEK, KG","1980-12-26","36","47","26"
"KG000038353","BISHKEK, KG","1980-12-27","39","53","31"
"KG000038353","BISHKEK, KG","1980-12-28","34","48","27"
"KG000038353","BISHKEK, KG","1980-12-29","28","32","23"
"KG000038353","BISHKEK, KG","1980-12-30","37","54","23"
"KG000038353","BISHKEK, KG","1980-12-31","41","58","31"
"KG000038353","BISHKEK, KG","1981-01-01","35","45","27"
"KG000038353","BISHKEK, KG","1981-01-02","34","41","31"
"KG000038353","BISHKEK, KG","1981-01-03","31","32","30"
"KG000038353","BISHKEK, KG","1981-01-04","35","43","29"
"KG000038353","BISHKEK, KG","1981-01-05","35","44","29"
"KG000038353","BISHKEK, KG","1981-01-06","36","48","26"
"KG000038353","BISHKEK, KG","1981-01-07","35","46","26"
"KG000038353","BISHKEK, KG","1981-01-08","30","41","22"
"KG000038353","BISHKEK, KG","1981-01-09","32","49","20"
"KG000038353","BISHKEK, KG","1981-01-10","37","48","31"
"KG000038353","BISHKEK, KG","1981-01-11","41","57","29"
"KG000038353","BISHKEK, KG","1981-01-12","41","56","29"
"KG000038353","BISHKEK, KG","1981-01-13","44","58","33"
"KG000038353","BISHKEK, KG","1981-01-14","37","44","31"
"KG000038353","BISHKEK, KG","1981-01-15","29","32","24"
"KG000038353","BISHKEK, KG","1981-01-16","27","30","24"
"KG000038353","BISHKEK, KG","1981-01-17","31","44","17"
"KG000038353","BISHKEK, KG","1981-01-18","39","45","35"
"KG000038353","BISHKEK, KG","1981-01-19","42","46","38"
"KG000038353","BISHKEK, KG","1981-01-20","29","46","19"
"KG000038353","BISHKEK, KG","1981-01-21","14","22","8"
"KG000038353","BISHKEK, KG","1981-01-22","10","22","1"
"KG000038353","BISHKEK, KG","1981-01-23","6","14","-1"
"KG000038353","BISHKEK, KG","1981-01-24","8","20","1"
"KG000038353","BISHKEK, KG","1981-01-25","13","29","4"
"KG000038353","BISHKEK, KG","1981-01-26","19","36","8"
"KG000038353","BISHKEK, KG","1981-01-27","32","42","18"
"KG000038353","BISHKEK, KG","1981-01-28","30","36","22"
"KG000038353","BISHKEK, KG","1981-01-29","35","44","28"
"KG000038353","BISHKEK, KG","1981-01-30","29","36","25"
"KG000038353","BISHKEK, KG","1981-01-31","29","33","27"
"KG000038353","BISHKEK, KG","1981-02-01","27","38","18"
"KG000038353","BISHKEK, KG","1981-02-02","32","42","25"
"KG000038353","BISHKEK, KG","1981-02-03","35","43","28"
"KG000038353","BISHKEK, KG","1981-02-04","30","36","26"
"KG000038353","BISHKEK, KG","1981-02-05","32","43","24"
"KG000038353","BISHKEK, KG","1981-02-06","35","51","24"
"KG000038353","BISHKEK, KG","1981-02-07","35","47","25"
"KG000038353","BISHKEK, KG","1981-02-08","42","58","28"
"KG000038353","BISHKEK, KG","1981-02-09","44","54","35"
"KG000038353","BISHKEK, KG","1981-02-10","40","46","35"
"KG000038353","BISHKEK, KG","1981-02-11","41","49","37"
"KG000038353","BISHKEK, KG","1981-02-12","34","41","30"
"KG000038353","BISHKEK, KG","1981-02-13","31","36","27"
"KG000038353","BISHKEK, KG","1981-02-14","25","29","14"
"KG000038353","BISHKEK, KG","1981-02-15","18","29","9"
"KG000038353","BISHKEK, KG","1981-02-16","20","25","15"
"KG000038353","BISHKEK, KG","1981-02-17","22","26","18"
"KG000038353","BISHKEK, KG","1981-02-18","17","31","6"
"KG000038353","BISHKEK, KG","1981-02-19","18","31","5"
"KG000038353","BISHKEK, KG","1981-02-20","22","28","14"
"KG000038353","BISHKEK, KG","1981-02-21","20","26","13"
"KG000038353","BISHKEK, KG","1981-02-22","15","23","11"
"KG000038353","BISHKEK, KG","1981-02-23","13","20","6"
"KG000038353","BISHKEK, KG","1981-02-24","15","22","6"
"KG000038353","BISHKEK, KG","1981-02-25","29","38","20"
"KG000038353","BISHKEK, KG","1981-02-26","27","34","21"
"KG000038353","BISHKEK, KG","1981-02-27","32","45","21"
"KG000038353","BISHKEK, KG","1981-02-28","31","34","29"
"KG000038353","BISHKEK, KG","1981-03-01","28","35","20"
"KG000038353","BISHKEK, KG","1981-03-02","26","38","11"
"KG000038353","BISHKEK, KG","1981-03-03","31","47","18"
"KG000038353","BISHKEK, KG","1981-03-04","41","61","27"
"KG000038353","BISHKEK, KG","1981-03-05","41","46","36"
"KG000038353","BISHKEK, KG","1981-03-06","40","46","33"
"KG000038353","BISHKEK, KG","1981-03-07","43","59","27"
"KG000038353","BISHKEK, KG","1981-03-08","47","59","32"
"KG000038353","BISHKEK, KG","1981-03-09","37","49","33"
"KG000038353","BISHKEK, KG","1981-03-10","41","52","30"
"KG000038353","BISHKEK, KG","1981-03-11","45","55","39"
"KG000038353","BISHKEK, KG","1981-03-12","49","65","33"
"KG000038353","BISHKEK, KG","1981-03-13","58","75","40"
"KG000038353","BISHKEK, KG","1981-03-14","56","67","45"
"KG000038353","BISHKEK, KG","1981-03-15","56","68","49"
"KG000038353","BISHKEK, KG","1981-03-16","48","56","46"
"KG000038353","BISHKEK, KG","1981-03-17","49","60","40"
"KG000038353","BISHKEK, KG","1981-03-18","42","49","39"
"KG000038353","BISHKEK, KG","1981-03-19","39","42","33"
"KG000038353","BISHKEK, KG","1981-03-20","39","43","34"
"KG000038353","BISHKEK, KG","1981-03-21","42","47","36"
"KG000038353","BISHKEK, KG","1981-03-22","49","68","34"
"KG000038353","BISHKEK, KG","1981-03-23","55","71","37"
"KG000038353","BISHKEK, KG","1981-03-24","54","65","42"
