"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KG000038353","BISHKEK, KG","1985-06-14","80","90","70"
"KG000038353","BISHKEK, KG","1985-06-15","80","91","65"
"KG000038353","BISHKEK, KG","1985-06-16","77","86","66"
"KG000038353","BISHKEK, KG","1985-06-17","75","87","62"
"KG000038353","BISHKEK, KG","1985-06-18","76","89","62"
"KG000038353","BISHKEK, KG","1985-06-19","77","89","63"
"KG000038353","BISHKEK, KG","1985-06-20","80","92","68"
"KG000038353","BISHKEK, KG","1985-06-21","74","85","65"
"KG000038353","BISHKEK, KG","1985-06-22","76","90","61"
"KG000038353","BISHKEK, KG","1985-06-23","80","94","67"
"KG000038353","BISHKEK, KG","1985-06-24","80","90","65"
"KG000038353","BISHKEK, KG","1985-06-25","78","89","64"
"KG000038353","BISHKEK, KG","1985-06-26","76","90","62"
"KG000038353","BISHKEK, KG","1985-06-27","78","89","64"
"KG000038353","BISHKEK, KG","1985-06-28","73","87","57"
"KG000038353","BISHKEK, KG","1985-06-29","74","89","57"
"KG000038353","BISHKEK, KG","1985-06-30","78","92","56"
"KG000038353","BISHKEK, KG","1985-07-01","81","93","71"
"KG000038353","BISHKEK, KG","1985-07-02","80","92","69"
"KG000038353","BISHKEK, KG","1985-07-03","82","94","71"
"KG000038353","BISHKEK, KG","1985-07-04","82","97","67"
"KG000038353","BISHKEK, KG","1985-07-05","86","98","72"
"KG000038353","BISHKEK, KG","1985-07-06","83","92","69"
"KG000038353","BISHKEK, KG","1985-07-07","78","89","67"
"KG000038353","BISHKEK, KG","1985-07-08","78","92","62"
"KG000038353","BISHKEK, KG","1985-07-09","81","94","64"
"KG000038353","BISHKEK, KG","1985-07-10","80","89","68"
"KG000038353","BISHKEK, KG","1985-07-11","78","87","67"
"KG000038353","BISHKEK, KG","1985-07-12","79","86","69"
"KG000038353","BISHKEK, KG","1985-07-13","75","88","61"
"KG000038353","BISHKEK, KG","1985-07-14","77","91","63"
"KG000038353","BISHKEK, KG","1985-07-15","82","94","66"
"KG000038353","BISHKEK, KG","1985-07-16","77","82","69"
"KG000038353","BISHKEK, KG","1985-07-17","72","84","61"
"KG000038353","BISHKEK, KG","1985-07-18","66","75","60"
"KG000038353","BISHKEK, KG","1985-07-19","67","78","55"
"KG000038353","BISHKEK, KG","1985-07-20","71","87","52"
"KG000038353","BISHKEK, KG","1985-07-21","76","91","62"
"KG000038353","BISHKEK, KG","1985-07-22","80","92","65"
"KG000038353","BISHKEK, KG","1985-07-23","79","90","67"
"KG000038353","BISHKEK, KG","1985-07-24","76","86","66"
"KG000038353","BISHKEK, KG","1985-07-25","77","91","62"
"KG000038353","BISHKEK, KG","1985-07-26","81","94","63"
"KG000038353","BISHKEK, KG","1985-07-27","81","95","67"
"KG000038353","BISHKEK, KG","1985-07-28","82","95","67"
"KG000038353","BISHKEK, KG","1985-07-29","87","101","71"
"KG000038353","BISHKEK, KG","1985-07-30","76","91","69"
"KG000038353","BISHKEK, KG","1985-07-31","74","85","65"
"KG000038353","BISHKEK, KG","1985-08-01","74","83","67"
"KG000038353","BISHKEK, KG","1985-08-02","73","84","66"
"KG000038353","BISHKEK, KG","1985-08-03","72","82","61"
"KG000038353","BISHKEK, KG","1985-08-04","76","89","64"
"KG000038353","BISHKEK, KG","1985-08-05","77","90","61"
"KG000038353","BISHKEK, KG","1985-08-06","80","91","65"
"KG000038353","BISHKEK, KG","1985-08-07","76","87","66"
"KG000038353","BISHKEK, KG","1985-08-08","74","86","62"
"KG000038353","BISHKEK, KG","1985-08-09","73","85","60"
"KG000038353","BISHKEK, KG","1985-08-10","75","87","61"
"KG000038353","BISHKEK, KG","1985-08-11","74","88","62"
"KG000038353","BISHKEK, KG","1985-08-12","76","86","64"
"KG000038353","BISHKEK, KG","1985-08-13","77","87","65"
"KG000038353","BISHKEK, KG","1985-08-14","75","83","69"
"KG000038353","BISHKEK, KG","1985-08-15","69","80","54"
"KG000038353","BISHKEK, KG","1985-08-16","69","82","52"
"KG000038353","BISHKEK, KG","1985-08-17","72","86","56"
"KG000038353","BISHKEK, KG","1985-08-18","75","88","59"
"KG000038353","BISHKEK, KG","1985-08-19","75","86","67"
"KG000038353","BISHKEK, KG","1985-08-20","73","84","61"
"KG000038353","BISHKEK, KG","1985-08-21","68","81","53"
"KG000038353","BISHKEK, KG","1985-08-22","69","82","54"
"KG000038353","BISHKEK, KG","1985-08-23","69","83","55"
"KG000038353","BISHKEK, KG","1985-08-24","71","89","54"
"KG000038353","BISHKEK, KG","1985-08-25","74","86","59"
"KG000038353","BISHKEK, KG","1985-08-26","76","87","62"
"KG000038353","BISHKEK, KG","1985-08-27","76","90","63"
"KG000038353","BISHKEK, KG","1985-08-28","71","81","63"
"KG000038353","BISHKEK, KG","1985-08-29","68","81","59"
"KG000038353","BISHKEK, KG","1985-08-30","65","74","61"
"KG000038353","BISHKEK, KG","1985-08-31","65","74","58"
"KG000038353","BISHKEK, KG","1985-09-01","64","76","53"
"KG000038353","BISHKEK, KG","1985-09-02","69","83","53"
"KG000038353","BISHKEK, KG","1985-09-03","69","82","56"
"KG000038353","BISHKEK, KG","1985-09-04","67","76","58"
"KG000038353","BISHKEK, KG","1985-09-05","55","66","42"
"KG000038353","BISHKEK, KG","1985-09-06","54","69","36"
"KG000038353","BISHKEK, KG","1985-09-07","59","73","44"
"KG000038353","BISHKEK, KG","1985-09-08","59","72","44"
"KG000038353","BISHKEK, KG","1985-09-09","58","76","38"
"KG000038353","BISHKEK, KG","1985-09-10","61","76","45"
"KG000038353","BISHKEK, KG","1985-09-11","63","78","45"
"KG000038353","BISHKEK, KG","1985-09-12","61","78","42"
"KG000038353","BISHKEK, KG","1985-09-13","61","78","45"
"KG000038353","BISHKEK, KG","1985-09-14","63","78","47"
"KG000038353","BISHKEK, KG","1985-09-15","66","83","46"
"KG000038353","BISHKEK, KG","1985-09-16","68","83","51"
"KG000038353","BISHKEK, KG","1985-09-17","71","84","56"
"KG000038353","BISHKEK, KG","1985-09-18","64","70","55"
"KG000038353","BISHKEK, KG","1985-09-19","62","75","50"
"KG000038353","BISHKEK, KG","1985-09-20","66","79","50"
"KG000038353","BISHKEK, KG","1985-09-21","71","84","58"
"KG000038353","BISHKEK, KG","1985-09-22","68","76","55"
"KG000038353","BISHKEK, KG","1985-09-23","62","70","52"
"KG000038353","BISHKEK, KG","1985-09-24","62","74","48"
"KG000038353","BISHKEK, KG","1985-09-25","66","79","51"
"KG000038353","BISHKEK, KG","1985-09-26","68","80","56"
"KG000038353","BISHKEK, KG","1985-09-27","68","80","57"
"KG000038353","BISHKEK, KG","1985-09-28","71","82","57"
"KG000038353","BISHKEK, KG","1985-09-29","66","74","55"
"KG000038353","BISHKEK, KG","1985-09-30","67","83","52"
"KG000038353","BISHKEK, KG","1985-10-01","74","88","59"
"KG000038353","BISHKEK, KG","1985-10-02","72","89","59"
"KG000038353","BISHKEK, KG","1985-10-03","47","68","40"
"KG000038353","BISHKEK, KG","1985-10-04","46","56","34"
"KG000038353","BISHKEK, KG","1985-10-05","53","63","39"
"KG000038353","BISHKEK, KG","1985-10-06","57","65","51"
"KG000038353","BISHKEK, KG","1985-10-07","50","57","47"
"KG000038353","BISHKEK, KG","1985-10-08","51","58","48"
"KG000038353","BISHKEK, KG","1985-10-09","48","58","41"
"KG000038353","BISHKEK, KG","1985-10-10","52","67","38"
"KG000038353","BISHKEK, KG","1985-10-11","50","67","44"
"KG000038353","BISHKEK, KG","1985-10-12","29","44","27"
"KG000038353","BISHKEK, KG","1985-10-13","31","43","21"
"KG000038353","BISHKEK, KG","1985-10-14","31","38","23"
"KG000038353","BISHKEK, KG","1985-10-15","34","40","30"
"KG000038353","BISHKEK, KG","1985-10-16","36","49","29"
"KG000038353","BISHKEK, KG","1985-10-17","44","62","28"
"KG000038353","BISHKEK, KG","1985-10-18","49","66","34"
"KG000038353","BISHKEK, KG","1985-10-19","57","71","44"
"KG000038353","BISHKEK, KG","1985-10-20","51","64","44"
"KG000038353","BISHKEK, KG","1985-10-21","54","74","36"
"KG000038353","BISHKEK, KG","1985-10-22","56","62","48"
"KG000038353","BISHKEK, KG","1985-10-23","44","53","41"
"KG000038353","BISHKEK, KG","1985-10-24","45","53","41"
"KG000038353","BISHKEK, KG","1985-10-25","46","60","38"
"KG000038353","BISHKEK, KG","1985-10-26","45","51","41"
"KG000038353","BISHKEK, KG","1985-10-27","47","56","40"
"KG000038353","BISHKEK, KG","1985-10-28","51","65","43"
"KG000038353","BISHKEK, KG","1985-10-29","52","64","43"
"KG000038353","BISHKEK, KG","1985-10-30","49","57","43"
"KG000038353","BISHKEK, KG","1985-10-31","45","56","32"
"KG000038353","BISHKEK, KG","1985-11-01","34","45","28"
"KG000038353","BISHKEK, KG","1985-11-02","43","60","29"
"KG000038353","BISHKEK, KG","1985-11-03","47","58","35"
"KG000038353","BISHKEK, KG","1985-11-04","50","61","44"
"KG000038353","BISHKEK, KG","1985-11-05","44","50","35"
"KG000038353","BISHKEK, KG","1985-11-06","40","54","28"
"KG000038353","BISHKEK, KG","1985-11-07","36","43","33"
"KG000038353","BISHKEK, KG","1985-11-08","33","36","29"
"KG000038353","BISHKEK, KG","1985-11-09","29","32","25"
"KG000038353","BISHKEK, KG","1985-11-10","34","44","27"
"KG000038353","BISHKEK, KG","1985-11-11","40","54","27"
"KG000038353","BISHKEK, KG","1985-11-12","32","40","24"
"KG000038353","BISHKEK, KG","1985-11-13","33","45","17"
"KG000038353","BISHKEK, KG","1985-11-14","38","62","25"
"KG000038353","BISHKEK, KG","1985-11-15","45","63","32"
"KG000038353","BISHKEK, KG","1985-11-16","49","65","38"
"KG000038353","BISHKEK, KG","1985-11-17","45","63","34"
"KG000038353","BISHKEK, KG","1985-11-18","48","61","37"
"KG000038353","BISHKEK, KG","1985-11-19","34","49","27"
"KG000038353","BISHKEK, KG","1985-11-20","23","27","19"
"KG000038353","BISHKEK, KG","1985-11-21","20","38","5"
"KG000038353","BISHKEK, KG","1985-11-22","23","38","12"
"KG000038353","BISHKEK, KG","1985-11-23","29","47","16"
"KG000038353","BISHKEK, KG","1985-11-24","28","35","21"
"KG000038353","BISHKEK, KG","1985-11-25","19","28","8"
"KG000038353","BISHKEK, KG","1985-11-26","13","30","2"
"KG000038353","BISHKEK, KG","1985-11-27","18","36","8"
"KG000038353","BISHKEK, KG","1985-11-28","24","43","11"
"KG000038353","BISHKEK, KG","1985-11-29","25","35","13"
"KG000038353","BISHKEK, KG","1985-11-30","41","56","27"
"KG000038353","BISHKEK, KG","1985-12-01","39","58","26"
"KG000038353","BISHKEK, KG","1985-12-02","48","58","40"
"KG000038353","BISHKEK, KG","1985-12-03","51","65","43"
"KG000038353","BISHKEK, KG","1985-12-04","51","66","42"
"KG000038353","BISHKEK, KG","1985-12-05","49","63","39"
"KG000038353","BISHKEK, KG","1985-12-06","33","41","29"
"KG000038353","BISHKEK, KG","1985-12-07","28","30","26"
"KG000038353","BISHKEK, KG","1985-12-08","26","32","23"
"KG000038353","BISHKEK, KG","1985-12-09","26","32","21"
"KG000038353","BISHKEK, KG","1985-12-10","30","40","23"
"KG000038353","BISHKEK, KG","1985-12-11","27","31","23"
"KG000038353","BISHKEK, KG","1985-12-12","28","44","14"
"KG000038353","BISHKEK, KG","1985-12-13","39","50","27"
"KG000038353","BISHKEK, KG","1985-12-14","30","35","27"
"KG000038353","BISHKEK, KG","1985-12-15","20","28","12"
"KG000038353","BISHKEK, KG","1985-12-16","15","20","10"
"KG000038353","BISHKEK, KG","1985-12-17","30","46","13"
"KG000038353","BISHKEK, KG","1985-12-18","36","52","25"
"KG000038353","BISHKEK, KG","1985-12-19","40","54","27"
"KG000038353","BISHKEK, KG","1985-12-20","47","58","39"
"KG000038353","BISHKEK, KG","1985-12-21","41","45","32"
"KG000038353","BISHKEK, KG","1985-12-22","31","33","29"
"KG000038353","BISHKEK, KG","1985-12-23","27","31","23"
"KG000038353","BISHKEK, KG","1985-12-24","24","31","20"
"KG000038353","BISHKEK, KG","1985-12-25","25","29","23"
"KG000038353","BISHKEK, KG","1985-12-26","33","42","27"
"KG000038353","BISHKEK, KG","1985-12-27","30","39","25"
"KG000038353","BISHKEK, KG","1985-12-28","24","27","22"
"KG000038353","BISHKEK, KG","1985-12-29","30","44","22"
"KG000038353","BISHKEK, KG","1985-12-30","36","45","30"
"KG000038353","BISHKEK, KG","1985-12-31","34","45","27"
"KG000038353","BISHKEK, KG","1986-01-01","29","33","27"
"KG000038353","BISHKEK, KG","1986-01-02","26","34","21"
"KG000038353","BISHKEK, KG","1986-01-03","27","39","19"
"KG000038353","BISHKEK, KG","1986-01-04","32","47","20"
"KG000038353","BISHKEK, KG","1986-01-05","34","49","20"
"KG000038353","BISHKEK, KG","1986-01-06","41","54","35"
"KG000038353","BISHKEK, KG","1986-01-07","38","50","30"
"KG000038353","BISHKEK, KG","1986-01-08","43","59","30"
"KG000038353","BISHKEK, KG","1986-01-09","37","50","27"
"KG000038353","BISHKEK, KG","1986-01-10","43","56","32"
"KG000038353","BISHKEK, KG","1986-01-11","42","53","38"
"KG000038353","BISHKEK, KG","1986-01-12","38","49","29"
"KG000038353","BISHKEK, KG","1986-01-13","42","56","31"
"KG000038353","BISHKEK, KG","1986-01-14","42","49","36"
"KG000038353","BISHKEK, KG","1986-01-15","43","54","35"
"KG000038353","BISHKEK, KG","1986-01-16","39","48","32"
"KG000038353","BISHKEK, KG","1986-01-17","29","33","27"
"KG000038353","BISHKEK, KG","1986-01-18","24","40","9"
"KG000038353","BISHKEK, KG","1986-01-19","31","47","21"
"KG000038353","BISHKEK, KG","1986-01-20","35","54","25"
"KG000038353","BISHKEK, KG","1986-01-21","43","61","31"
"KG000038353","BISHKEK, KG","1986-01-22","37","46","29"
"KG000038353","BISHKEK, KG","1986-01-23","32","36","30"
"KG000038353","BISHKEK, KG","1986-01-24","28","33","24"
"KG000038353","BISHKEK, KG","1986-01-25","29","36","26"
"KG000038353","BISHKEK, KG","1986-01-26","26","28","25"
"KG000038353","BISHKEK, KG","1986-01-27","18","30","9"
"KG000038353","BISHKEK, KG","1986-01-28","21","25","18"
"KG000038353","BISHKEK, KG","1986-01-29","22","30","15"
"KG000038353","BISHKEK, KG","1986-01-30","24","31","18"
"KG000038353","BISHKEK, KG","1986-01-31","27","39","17"
"KG000038353","BISHKEK, KG","1986-02-01","30","40","21"
"KG000038353","BISHKEK, KG","1986-02-02","25","33","19"
"KG000038353","BISHKEK, KG","1986-02-03","24","26","22"
"KG000038353","BISHKEK, KG","1986-02-04","28","38","19"
"KG000038353","BISHKEK, KG","1986-02-05","35","46","27"
"KG000038353","BISHKEK, KG","1986-02-06","36","44","28"
"KG000038353","BISHKEK, KG","1986-02-07","41","56","31"
"KG000038353","BISHKEK, KG","1986-02-08","43","60","30"
"KG000038353","BISHKEK, KG","1986-02-09","35","41","33"
"KG000038353","BISHKEK, KG","1986-02-10","35","42","31"
"KG000038353","BISHKEK, KG","1986-02-11","31","36","29"
"KG000038353","BISHKEK, KG","1986-02-12","28","30","26"
"KG000038353","BISHKEK, KG","1986-02-13","31","36","29"
"KG000038353","BISHKEK, KG","1986-02-14","29","31","26"
"KG000038353","BISHKEK, KG","1986-02-15","31","40","26"
"KG000038353","BISHKEK, KG","1986-02-16","34","43","27"
"KG000038353","BISHKEK, KG","1986-02-17","30","32","29"
"KG000038353","BISHKEK, KG","1986-02-18","32","37","29"
"KG000038353","BISHKEK, KG","1986-02-19","34","42","31"
"KG000038353","BISHKEK, KG","1986-02-20","37","47","28"
"KG000038353","BISHKEK, KG","1986-02-21","39","53","28"
"KG000038353","BISHKEK, KG","1986-02-22","24","40","11"
"KG000038353","BISHKEK, KG","1986-02-23","13","24","5"
"KG000038353","BISHKEK, KG","1986-02-24","18","36","3"
"KG000038353","BISHKEK, KG","1986-02-25","27","43","14"
"KG000038353","BISHKEK, KG","1986-02-26","37","57","22"
"KG000038353","BISHKEK, KG","1986-02-27","45","63","32"
"KG000038353","BISHKEK, KG","1986-02-28","48","65","32"
"KG000038353","BISHKEK, KG","1986-03-01","57","68","45"
"KG000038353","BISHKEK, KG","1986-03-02","55","71","39"
"KG000038353","BISHKEK, KG","1986-03-03","33","54","20"
"KG000038353","BISHKEK, KG","1986-03-04","23","30","14"
"KG000038353","BISHKEK, KG","1986-03-05","24","28","21"
"KG000038353","BISHKEK, KG","1986-03-06","19","31","3"
"KG000038353","BISHKEK, KG","1986-03-07","25","40","13"
"KG000038353","BISHKEK, KG","1986-03-08","32","46","22"
"KG000038353","BISHKEK, KG","1986-03-09","39","54","26"
"KG000038353","BISHKEK, KG","1986-03-10","42","55","31"
"KG000038353","BISHKEK, KG","1986-03-11","43","50","36"
"KG000038353","BISHKEK, KG","1986-03-12","39","45","32"
"KG000038353","BISHKEK, KG","1986-03-13","31","34","29"
"KG000038353","BISHKEK, KG","1986-03-14","31","34","26"
"KG000038353","BISHKEK, KG","1986-03-15","33","41","28"
"KG000038353","BISHKEK, KG","1986-03-16","26","29","24"
"KG000038353","BISHKEK, KG","1986-03-17","27","35","19"
"KG000038353","BISHKEK, KG","1986-03-18","28","31","25"
"KG000038353","BISHKEK, KG","1986-03-19","30","39","25"
"KG000038353","BISHKEK, KG","1986-03-20","32","44","21"
"KG000038353","BISHKEK, KG","1986-03-21","38","49","28"
"KG000038353","BISHKEK, KG","1986-03-22","42","54","29"
"KG000038353","BISHKEK, KG","1986-03-23","42","52","32"
"KG000038353","BISHKEK, KG","1986-03-24","36","42","32"
"KG000038353","BISHKEK, KG","1986-03-25","36","40","32"
"KG000038353","BISHKEK, KG","1986-03-26","34","42","29"
"KG000038353","BISHKEK, KG","1986-03-27","35","43","26"
"KG000038353","BISHKEK, KG","1986-03-28","39","46","30"
"KG000038353","BISHKEK, KG","1986-03-29","38","44","33"
"KG000038353","BISHKEK, KG","1986-03-30","40","46","32"
"KG000038353","BISHKEK, KG","1986-03-31","40","47","34"
"KG000038353","BISHKEK, KG","1986-04-01","42","53","34"
"KG000038353","BISHKEK, KG","1986-04-02","46","59","35"
"KG000038353","BISHKEK, KG","1986-04-03","51","64","33"
"KG000038353","BISHKEK, KG","1986-04-04","55","71","33"
"KG000038353","BISHKEK, KG","1986-04-05","52","61","44"
"KG000038353","BISHKEK, KG","1986-04-06","49","59","36"
"KG000038353","BISHKEK, KG","1986-04-07","51","63","37"
"KG000038353","BISHKEK, KG","1986-04-08","50","61","37"
"KG000038353","BISHKEK, KG","1986-04-09","53","69","37"
"KG000038353","BISHKEK, KG","1986-04-10","48","58","37"
"KG000038353","BISHKEK, KG","1986-04-11","48","66","31"
"KG000038353","BISHKEK, KG","1986-04-12","56","71","39"
"KG000038353","BISHKEK, KG","1986-04-13","62","77","44"
"KG000038353","BISHKEK, KG","1986-04-14","66","76","56"
"KG000038353","BISHKEK, KG","1986-04-15","61","72","51"
"KG000038353","BISHKEK, KG","1986-04-16","60","75","51"
"KG000038353","BISHKEK, KG","1986-04-17","61","71","52"
"KG000038353","BISHKEK, KG","1986-04-18","65","77","52"
"KG000038353","BISHKEK, KG","1986-04-19","61","69","51"
"KG000038353","BISHKEK, KG","1986-04-20","49","52","46"
"KG000038353","BISHKEK, KG","1986-04-21","43","50","38"
"KG000038353","BISHKEK, KG","1986-04-22","36","39","32"
"KG000038353","BISHKEK, KG","1986-04-23","42","54","34"
"KG000038353","BISHKEK, KG","1986-04-24","46","57","34"
"KG000038353","BISHKEK, KG","1986-04-25","48","59","36"
"KG000038353","BISHKEK, KG","1986-04-26","51","63","40"
"KG000038353","BISHKEK, KG","1986-04-27","54","61","43"
"KG000038353","BISHKEK, KG","1986-04-28","55","63","46"
"KG000038353","BISHKEK, KG","1986-04-29","54","64","42"
"KG000038353","BISHKEK, KG","1986-04-30","55","66","45"
"KG000038353","BISHKEK, KG","1986-05-01","59","70","46"
"KG000038353","BISHKEK, KG","1986-05-02","62","75","44"
"KG000038353","BISHKEK, KG","1986-05-03","69","79","57"
"KG000038353","BISHKEK, KG","1986-05-04","72","84","55"
"KG000038353","BISHKEK, KG","1986-05-05","78","92","67"
"KG000038353","BISHKEK, KG","1986-05-06","72","84","60"
"KG000038353","BISHKEK, KG","1986-05-07","62","68","57"
"KG000038353","BISHKEK, KG","1986-05-08","67","76","56"
"KG000038353","BISHKEK, KG","1986-05-09","65","78","54"
"KG000038353","BISHKEK, KG","1986-05-10","65","78","51"
"KG000038353","BISHKEK, KG","1986-05-11","72","86","54"
"KG000038353","BISHKEK, KG","1986-05-12","68","74","63"
"KG000038353","BISHKEK, KG","1986-05-13","61","72","56"
"KG000038353","BISHKEK, KG","1986-05-14","64","75","50"
"KG000038353","BISHKEK, KG","1986-05-15","62","72","56"
"KG000038353","BISHKEK, KG","1986-05-16","61","69","54"
"KG000038353","BISHKEK, KG","1986-05-17","53","61","47"
"KG000038353","BISHKEK, KG","1986-05-18","51","59","44"
"KG000038353","BISHKEK, KG","1986-05-19","51","61","43"
"KG000038353","BISHKEK, KG","1986-05-20","54","64","45"
"KG000038353","BISHKEK, KG","1986-05-21","54","60","47"
"KG000038353","BISHKEK, KG","1986-05-22","56","65","46"
"KG000038353","BISHKEK, KG","1986-05-23","61","77","46"
"KG000038353","BISHKEK, KG","1986-05-24","68","83","49"
"KG000038353","BISHKEK, KG","1986-05-25","71","78","61"
"KG000038353","BISHKEK, KG","1986-05-26","67","76","58"
"KG000038353","BISHKEK, KG","1986-05-27","65","74","51"
"KG000038353","BISHKEK, KG","1986-05-28","62","71","49"
"KG000038353","BISHKEK, KG","1986-05-29","67","79","50"
"KG000038353","BISHKEK, KG","1986-05-30","68","78","59"
"KG000038353","BISHKEK, KG","1986-05-31","70","81","58"
"KG000038353","BISHKEK, KG","1986-06-01","69","79","58"
"KG000038353","BISHKEK, KG","1986-06-02","66","71","58"
"KG000038353","BISHKEK, KG","1986-06-03","64","74","58"
"KG000038353","BISHKEK, KG","1986-06-04","63","75","49"
"KG000038353","BISHKEK, KG","1986-06-05","68","81","53"
"KG000038353","BISHKEK, KG","1986-06-06","71","83","56"
"KG000038353","BISHKEK, KG","1986-06-07","70","81","58"
"KG000038353","BISHKEK, KG","1986-06-08","65","72","59"
"KG000038353","BISHKEK, KG","1986-06-09","57","68","50"
"KG000038353","BISHKEK, KG","1986-06-10","61","72","47"
"KG000038353","BISHKEK, KG","1986-06-11","63","74","47"
"KG000038353","BISHKEK, KG","1986-06-12","69","82","54"
"KG000038353","BISHKEK, KG","1986-06-13","72","85","55"
"KG000038353","BISHKEK, KG","1986-06-14","74","86","67"
"KG000038353","BISHKEK, KG","1986-06-15","68","71","63"
"KG000038353","BISHKEK, KG","1986-06-16","66","79","52"
"KG000038353","BISHKEK, KG","1986-06-17","72","88","52"
"KG000038353","BISHKEK, KG","1986-06-18","80","92","70"
"KG000038353","BISHKEK, KG","1986-06-19","80","94","66"
"KG000038353","BISHKEK, KG","1986-06-20","78","87","69"
"KG000038353","BISHKEK, KG","1986-06-21","74","84","69"
"KG000038353","BISHKEK, KG","1986-06-22","71","81","63"
"KG000038353","BISHKEK, KG","1986-06-23","72","87","54"
"KG000038353","BISHKEK, KG","1986-06-24","78","87","72"
"KG000038353","BISHKEK, KG","1986-06-25","74","87","62"
"KG000038353","BISHKEK, KG","1986-06-26","75","87","65"
"KG000038353","BISHKEK, KG","1986-06-27","76","87","62"
"KG000038353","BISHKEK, KG","1986-06-28","74","88","65"
"KG000038353","BISHKEK, KG","1986-06-29","75","87","58"
"KG000038353","BISHKEK, KG","1986-06-30","75","87","58"
"KG000038353","BISHKEK, KG","1986-07-01","79","93","66"
"KG000038353","BISHKEK, KG","1986-07-02","83","97","68"
"KG000038353","BISHKEK, KG","1986-07-03","83","94","71"
"KG000038353","BISHKEK, KG","1986-07-04","79","88","67"
"KG000038353","BISHKEK, KG","1986-07-05","79","90","63"
"KG000038353","BISHKEK, KG","1986-07-06","78","89","64"
"KG000038353","BISHKEK, KG","1986-07-07","71","83","57"
"KG000038353","BISHKEK, KG","1986-07-08","72","83","58"
"KG000038353","BISHKEK, KG","1986-07-09","71","79","62"
"KG000038353","BISHKEK, KG","1986-07-10","68","80","56"
"KG000038353","BISHKEK, KG","1986-07-11","73","87","58"
"KG000038353","BISHKEK, KG","1986-07-12","78","91","63"
"KG000038353","BISHKEK, KG","1986-07-13","80","95","63"
"KG000038353","BISHKEK, KG","1986-07-14","83","97","66"
"KG000038353","BISHKEK, KG","1986-07-15","84","97","72"
"KG000038353","BISHKEK, KG","1986-07-16","84","97","69"
"KG000038353","BISHKEK, KG","1986-07-17","82","97","65"
"KG000038353","BISHKEK, KG","1986-07-18","85","99","67"
"KG000038353","BISHKEK, KG","1986-07-19","78","87","68"
"KG000038353","BISHKEK, KG","1986-07-20","76","89","64"
"KG000038353","BISHKEK, KG","1986-07-21","78","90","65"
"KG000038353","BISHKEK, KG","1986-07-22","73","83","64"
"KG000038353","BISHKEK, KG","1986-07-23","64","72","60"
"KG000038353","BISHKEK, KG","1986-07-24","71","83","57"
"KG000038353","BISHKEK, KG","1986-07-25","73","86","57"
"KG000038353","BISHKEK, KG","1986-07-26","76","91","61"
"KG000038353","BISHKEK, KG","1986-07-27","83","96","68"
"KG000038353","BISHKEK, KG","1986-07-28","85","96","73"
"KG000038353","BISHKEK, KG","1986-07-29","82","94","67"
"KG000038353","BISHKEK, KG","1986-07-30","81","94","67"
"KG000038353","BISHKEK, KG","1986-07-31","79","91","67"
"KG000038353","BISHKEK, KG","1986-08-01","77","91","62"
"KG000038353","BISHKEK, KG","1986-08-02","81","95","65"
"KG000038353","BISHKEK, KG","1986-08-03","85","99","69"
"KG000038353","BISHKEK, KG","1986-08-04","78","86","72"
"KG000038353","BISHKEK, KG","1986-08-05","73","84","62"
"KG000038353","BISHKEK, KG","1986-08-06","72","82","63"
"KG000038353","BISHKEK, KG","1986-08-07","75","86","63"
"KG000038353","BISHKEK, KG","1986-08-08","69","80","60"
"KG000038353","BISHKEK, KG","1986-08-09","65","70","58"
"KG000038353","BISHKEK, KG","1986-08-10","67","81","54"
"KG000038353","BISHKEK, KG","1986-08-11","72","87","55"
"KG000038353","BISHKEK, KG","1986-08-12","75","88","61"
"KG000038353","BISHKEK, KG","1986-08-13","75","87","59"
"KG000038353","BISHKEK, KG","1986-08-14","78","90","64"
"KG000038353","BISHKEK, KG","1986-08-15","74","84","61"
"KG000038353","BISHKEK, KG","1986-08-16","72","88","55"
"KG000038353","BISHKEK, KG","1986-08-17","78","92","60"
"KG000038353","BISHKEK, KG","1986-08-18","79","91","63"
"KG000038353","BISHKEK, KG","1986-08-19","73","83","65"
"KG000038353","BISHKEK, KG","1986-08-20","69","78","59"
"KG000038353","BISHKEK, KG","1986-08-21","68","82","51"
"KG000038353","BISHKEK, KG","1986-08-22","68","82","53"
"KG000038353","BISHKEK, KG","1986-08-23","77","89","65"
"KG000038353","BISHKEK, KG","1986-08-24","78","90","63"
"KG000038353","BISHKEK, KG","1986-08-25","79","91","63"
"KG000038353","BISHKEK, KG","1986-08-26","78","85","71"
"KG000038353","BISHKEK, KG","1986-08-27","72","83","58"
"KG000038353","BISHKEK, KG","1986-08-28","67","78","56"
"KG000038353","BISHKEK, KG","1986-08-29","68","81","53"
"KG000038353","BISHKEK, KG","1986-08-30","70","83","53"
"KG000038353","BISHKEK, KG","1986-08-31","72","83","60"
"KG000038353","BISHKEK, KG","1986-09-01","60","72","52"
"KG000038353","BISHKEK, KG","1986-09-02","58","76","40"
"KG000038353","BISHKEK, KG","1986-09-03","63","81","46"
"KG000038353","BISHKEK, KG","1986-09-04","63","80","49"
"KG000038353","BISHKEK, KG","1986-09-05","65","80","49"
"KG000038353","BISHKEK, KG","1986-09-06","69","84","54"
