"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KG000038353","BISHKEK, KG","2006-11-05","62","75","51"
"KG000038353","BISHKEK, KG","2006-11-06","62","77","51"
"KG000038353","BISHKEK, KG","2006-11-07","62","76","48"
"KG000038353","BISHKEK, KG","2006-11-08","62","78","54"
"KG000038353","BISHKEK, KG","2006-11-09","55","66","50"
"KG000038353","BISHKEK, KG","2006-11-10","41","50","39"
"KG000038353","BISHKEK, KG","2006-11-11","40","48","36"
"KG000038353","BISHKEK, KG","2006-11-12","42","54","31"
"KG000038353","BISHKEK, KG","2006-11-13","48","62","36"
"KG000038353","BISHKEK, KG","2006-11-14","47","59","38"
"KG000038353","BISHKEK, KG","2006-11-15","44","56","37"
"KG000038353","BISHKEK, KG","2006-11-16","50","67","37"
"KG000038353","BISHKEK, KG","2006-11-17","49","58","41"
"KG000038353","BISHKEK, KG","2006-11-18","43","55","34"
"KG000038353","BISHKEK, KG","2006-11-19","51","65","37"
"KG000038353","BISHKEK, KG","2006-11-20","42","50","38"
"KG000038353","BISHKEK, KG","2006-11-21","31","40","29"
"KG000038353","BISHKEK, KG","2006-11-22","27","31","26"
"KG000038353","BISHKEK, KG","2006-11-23","26","33","22"
"KG000038353","BISHKEK, KG","2006-11-24","14","26","12"
"KG000038353","BISHKEK, KG","2006-11-25","12","27","4"
"KG000038353","BISHKEK, KG","2006-11-26","24","41","7"
"KG000038353","BISHKEK, KG","2006-11-27","25","36","20"
"KG000038353","BISHKEK, KG","2006-11-28","29","38","19"
"KG000038353","BISHKEK, KG","2006-11-29","33","42","26"
"KG000038353","BISHKEK, KG","2006-11-30","26","36","23"
"KG000038353","BISHKEK, KG","2006-12-01","26","28","22"
"KG000038353","BISHKEK, KG","2006-12-02","20","27","18"
"KG000038353","BISHKEK, KG","2006-12-03","25","39","12"
"KG000038353","BISHKEK, KG","2006-12-04","24","30","20"
"KG000038353","BISHKEK, KG","2006-12-05","25","28","23"
"KG000038353","BISHKEK, KG","2006-12-06","28","38","20"
"KG000038353","BISHKEK, KG","2006-12-07","24","40","17"
"KG000038353","BISHKEK, KG","2006-12-08","25","40","15"
"KG000038353","BISHKEK, KG","2006-12-09","26","39","16"
"KG000038353","BISHKEK, KG","2006-12-10","22","35","17"
"KG000038353","BISHKEK, KG","2006-12-11","24","39","15"
"KG000038353","BISHKEK, KG","2006-12-12","22","37","15"
"KG000038353","BISHKEK, KG","2006-12-13","25","40","16"
"KG000038353","BISHKEK, KG","2006-12-14","27","43","16"
"KG000038353","BISHKEK, KG","2006-12-15","28","41","18"
"KG000038353","BISHKEK, KG","2006-12-16","33","42","25"
"KG000038353","BISHKEK, KG","2006-12-17","35","45","29"
"KG000038353","BISHKEK, KG","2006-12-18","31","45","22"
"KG000038353","BISHKEK, KG","2006-12-19","29","38","24"
"KG000038353","BISHKEK, KG","2006-12-20","31","40","23"
"KG000038353","BISHKEK, KG","2006-12-21","37","50","29"
"KG000038353","BISHKEK, KG","2006-12-22","38","49","32"
"KG000038353","BISHKEK, KG","2006-12-23","29","40","28"
"KG000038353","BISHKEK, KG","2006-12-24","31","37","26"
"KG000038353","BISHKEK, KG","2006-12-25","32","35","31"
"KG000038353","BISHKEK, KG","2006-12-26","26","33","25"
"KG000038353","BISHKEK, KG","2006-12-27","35","51","17"
"KG000038353","BISHKEK, KG","2006-12-28","38","50","28"
"KG000038353","BISHKEK, KG","2006-12-29","34","42","31"
"KG000038353","BISHKEK, KG","2006-12-30","29","35","26"
"KG000038353","BISHKEK, KG","2006-12-31","24","40","15"
"KG000038353","BISHKEK, KG","2007-01-01","22","31","22"
"KG000038353","BISHKEK, KG","2007-01-02","14","22","13"
"KG000038353","BISHKEK, KG","2007-01-03","11","25","3"
"KG000038353","BISHKEK, KG","2007-01-04","7","19","0"
"KG000038353","BISHKEK, KG","2007-01-05","18","37","3"
"KG000038353","BISHKEK, KG","2007-01-06","24","47","10"
"KG000038353","BISHKEK, KG","2007-01-07","32","53","17"
"KG000038353","BISHKEK, KG","2007-01-08","33","49","25"
"KG000038353","BISHKEK, KG","2007-01-09","31","42","24"
"KG000038353","BISHKEK, KG","2007-01-10","27","38","19"
"KG000038353","BISHKEK, KG","2007-01-11","27","33","25"
"KG000038353","BISHKEK, KG","2007-01-12","23","27","21"
"KG000038353","BISHKEK, KG","2007-01-13","18","22","18"
"KG000038353","BISHKEK, KG","2007-01-14","13","20","9"
"KG000038353","BISHKEK, KG","2007-01-15","31","41","11"
"KG000038353","BISHKEK, KG","2007-01-16","31","44","24"
"KG000038353","BISHKEK, KG","2007-01-17","30","40","23"
"KG000038353","BISHKEK, KG","2007-01-18","29","37","22"
"KG000038353","BISHKEK, KG","2007-01-19","29","36","27"
"KG000038353","BISHKEK, KG","2007-01-20","27","42","22"
"KG000038353","BISHKEK, KG","2007-01-21","30","45","16"
"KG000038353","BISHKEK, KG","2007-01-22","38","50","25"
"KG000038353","BISHKEK, KG","2007-01-23","37","51","27"
"KG000038353","BISHKEK, KG","2007-01-24","31","43","28"
"KG000038353","BISHKEK, KG","2007-01-25","37","51","22"
"KG000038353","BISHKEK, KG","2007-01-26","38","61","26"
"KG000038353","BISHKEK, KG","2007-01-27","43","60","31"
"KG000038353","BISHKEK, KG","2007-01-28","45","61","35"
"KG000038353","BISHKEK, KG","2007-01-29","47","64","32"
"KG000038353","BISHKEK, KG","2007-01-30","47","67","32"
"KG000038353","BISHKEK, KG","2007-01-31","49","65","38"
"KG000038353","BISHKEK, KG","2007-02-01","51","68","38"
"KG000038353","BISHKEK, KG","2007-02-02","34","50","32"
"KG000038353","BISHKEK, KG","2007-02-03","33","42","30"
"KG000038353","BISHKEK, KG","2007-02-04","35","47","26"
"KG000038353","BISHKEK, KG","2007-02-05","43","57","31"
"KG000038353","BISHKEK, KG","2007-02-06","42","52","33"
"KG000038353","BISHKEK, KG","2007-02-07","40","53","32"
"KG000038353","BISHKEK, KG","2007-02-08","45","61","31"
"KG000038353","BISHKEK, KG","2007-02-09","39","50","34"
"KG000038353","BISHKEK, KG","2007-02-10","32","38","31"
"KG000038353","BISHKEK, KG","2007-02-11","32","35","31"
"KG000038353","BISHKEK, KG","2007-02-12","32","36","30"
"KG000038353","BISHKEK, KG","2007-02-13","37","48","30"
"KG000038353","BISHKEK, KG","2007-02-14","35","49","27"
"KG000038353","BISHKEK, KG","2007-02-15","36","50","27"
"KG000038353","BISHKEK, KG","2007-02-16","35","47","30"
"KG000038353","BISHKEK, KG","2007-02-17","42","57","27"
"KG000038353","BISHKEK, KG","2007-02-18","43","51","37"
"KG000038353","BISHKEK, KG","2007-02-19","27","41","22"
"KG000038353","BISHKEK, KG","2007-02-20","26","39","17"
"KG000038353","BISHKEK, KG","2007-02-21","30","35","18"
"KG000038353","BISHKEK, KG","2007-02-22","40","50","29"
"KG000038353","BISHKEK, KG","2007-02-23","44","55","33"
"KG000038353","BISHKEK, KG","2007-02-24","36","47","33"
"KG000038353","BISHKEK, KG","2007-02-25","44","55","32"
"KG000038353","BISHKEK, KG","2007-02-26","22","49","20"
"KG000038353","BISHKEK, KG","2007-02-27","15","21","11"
"KG000038353","BISHKEK, KG","2007-02-28","11","22","3"
"KG000038353","BISHKEK, KG","2007-03-01","14","22","6"
"KG000038353","BISHKEK, KG","2007-03-02","17","27","8"
"KG000038353","BISHKEK, KG","2007-03-03","21","29","10"
"KG000038353","BISHKEK, KG","2007-03-04","27","39","18"
"KG000038353","BISHKEK, KG","2007-03-05","33","47","19"
"KG000038353","BISHKEK, KG","2007-03-06","35","47","22"
"KG000038353","BISHKEK, KG","2007-03-07","32","46","24"
"KG000038353","BISHKEK, KG","2007-03-08","33","45","22"
"KG000038353","BISHKEK, KG","2007-03-09","36","42","31"
"KG000038353","BISHKEK, KG","2007-03-10","39","47","33"
"KG000038353","BISHKEK, KG","2007-03-11","40","51","28"
"KG000038353","BISHKEK, KG","2007-03-12","42","52","35"
"KG000038353","BISHKEK, KG","2007-03-13","40","52","31"
"KG000038353","BISHKEK, KG","2007-03-14","40","52","28"
"KG000038353","BISHKEK, KG","2007-03-15","44","57","29"
"KG000038353","BISHKEK, KG","2007-03-16","49","65","33"
"KG000038353","BISHKEK, KG","2007-03-17","55","70","40"
"KG000038353","BISHKEK, KG","2007-03-18","47","57","43"
"KG000038353","BISHKEK, KG","2007-03-19","51","58","42"
"KG000038353","BISHKEK, KG","2007-03-20","49","55","45"
"KG000038353","BISHKEK, KG","2007-03-21","51","63","41"
"KG000038353","BISHKEK, KG","2007-03-22","50","60","40"
"KG000038353","BISHKEK, KG","2007-03-23","49","61","36"
"KG000038353","BISHKEK, KG","2007-03-24","55","67","39"
"KG000038353","BISHKEK, KG","2007-03-25","52","61","47"
"KG000038353","BISHKEK, KG","2007-03-26","56","66","45"
"KG000038353","BISHKEK, KG","2007-03-27","45","57","45"
"KG000038353","BISHKEK, KG","2007-03-28","43","50","41"
"KG000038353","BISHKEK, KG","2007-03-29","39","44","30"
"KG000038353","BISHKEK, KG","2007-03-30","38","45","36"
"KG000038353","BISHKEK, KG","2007-03-31","41","44","37"
"KG000038353","BISHKEK, KG","2007-04-01","41","45","40"
"KG000038353","BISHKEK, KG","2007-04-02","47","55","38"
"KG000038353","BISHKEK, KG","2007-04-03","48","58","43"
"KG000038353","BISHKEK, KG","2007-04-04","51","61","37"
"KG000038353","BISHKEK, KG","2007-04-05","57","69","44"
"KG000038353","BISHKEK, KG","2007-04-06","52","64","44"
"KG000038353","BISHKEK, KG","2007-04-07","52","63","41"
"KG000038353","BISHKEK, KG","2007-04-08","58","71","45"
"KG000038353","BISHKEK, KG","2007-04-09","58","67","51"
"KG000038353","BISHKEK, KG","2007-04-10","66","80","50"
"KG000038353","BISHKEK, KG","2007-04-11","68","77","58"
"KG000038353","BISHKEK, KG","2007-04-12","65","77","55"
"KG000038353","BISHKEK, KG","2007-04-13","74","89","54"
"KG000038353","BISHKEK, KG","2007-04-14","68","81","59"
"KG000038353","BISHKEK, KG","2007-04-15","66","77","58"
"KG000038353","BISHKEK, KG","2007-04-16","71","84","54"
"KG000038353","BISHKEK, KG","2007-04-17","60","69","59"
"KG000038353","BISHKEK, KG","2007-04-18","59","68","54"
"KG000038353","BISHKEK, KG","2007-04-19","61","73","48"
"KG000038353","BISHKEK, KG","2007-04-20","64","76","51"
"KG000038353","BISHKEK, KG","2007-04-21","62","75","48"
"KG000038353","BISHKEK, KG","2007-04-22","60","69","51"
"KG000038353","BISHKEK, KG","2007-04-23","62","75","54"
"KG000038353","BISHKEK, KG","2007-04-24","62","72","51"
"KG000038353","BISHKEK, KG","2007-04-25","61","77","51"
"KG000038353","BISHKEK, KG","2007-04-26","70","86","49"
"KG000038353","BISHKEK, KG","2007-04-27","61","71","58"
"KG000038353","BISHKEK, KG","2007-04-28","53","60","48"
"KG000038353","BISHKEK, KG","2007-04-29","65","78","46"
"KG000038353","BISHKEK, KG","2007-04-30","63","72","57"
"KG000038353","BISHKEK, KG","2007-05-01","72","86","53"
"KG000038353","BISHKEK, KG","2007-05-02","65","78","62"
"KG000038353","BISHKEK, KG","2007-05-03","71","81","57"
"KG000038353","BISHKEK, KG","2007-05-04","74","84","64"
"KG000038353","BISHKEK, KG","2007-05-05","70","81","60"
"KG000038353","BISHKEK, KG","2007-05-06","64","71","59"
"KG000038353","BISHKEK, KG","2007-05-07","63","75","53"
"KG000038353","BISHKEK, KG","2007-05-08","47","64","45"
"KG000038353","BISHKEK, KG","2007-05-09","52","63","38"
"KG000038353","BISHKEK, KG","2007-05-10","62","75","41"
"KG000038353","BISHKEK, KG","2007-05-11","70","82","52"
"KG000038353","BISHKEK, KG","2007-05-12","69","86","60"
"KG000038353","BISHKEK, KG","2007-05-13","62","72","54"
"KG000038353","BISHKEK, KG","2007-05-14","67","79","50"
"KG000038353","BISHKEK, KG","2007-05-15","74","88","56"
"KG000038353","BISHKEK, KG","2007-05-16","63","76","56"
"KG000038353","BISHKEK, KG","2007-05-17","51","56","50"
"KG000038353","BISHKEK, KG","2007-05-18","56","62","50"
"KG000038353","BISHKEK, KG","2007-05-19","56","63","49"
"KG000038353","BISHKEK, KG","2007-05-20","56","65","51"
"KG000038353","BISHKEK, KG","2007-05-21","56","67","50"
"KG000038353","BISHKEK, KG","2007-05-22","59","71","44"
"KG000038353","BISHKEK, KG","2007-05-23","65","76","48"
"KG000038353","BISHKEK, KG","2007-05-24","69","81","53"
"KG000038353","BISHKEK, KG","2007-05-25","72","81","57"
"KG000038353","BISHKEK, KG","2007-05-26","73","84","58"
"KG000038353","BISHKEK, KG","2007-05-27","69","84","65"
"KG000038353","BISHKEK, KG","2007-05-28","63","76","51"
"KG000038353","BISHKEK, KG","2007-05-29","66","79","47"
"KG000038353","BISHKEK, KG","2007-05-30","71","86","52"
"KG000038353","BISHKEK, KG","2007-05-31","74","88","60"
"KG000038353","BISHKEK, KG","2007-06-01","77","91","69"
"KG000038353","BISHKEK, KG","2007-06-02","77","91","59"
"KG000038353","BISHKEK, KG","2007-06-03","79","92","64"
"KG000038353","BISHKEK, KG","2007-06-04","71","88","66"
"KG000038353","BISHKEK, KG","2007-06-05","59","66","54"
"KG000038353","BISHKEK, KG","2007-06-06","66","80","51"
"KG000038353","BISHKEK, KG","2007-06-07","71","81","61"
"KG000038353","BISHKEK, KG","2007-06-08","63","73","57"
"KG000038353","BISHKEK, KG","2007-06-09","69","83","52"
"KG000038353","BISHKEK, KG","2007-06-10","78","91","60"
"KG000038353","BISHKEK, KG","2007-06-11","71","85","64"
"KG000038353","BISHKEK, KG","2007-06-12","70","82","60"
"KG000038353","BISHKEK, KG","2007-06-13","74","86","59"
"KG000038353","BISHKEK, KG","2007-06-14","71","87","59"
"KG000038353","BISHKEK, KG","2007-06-15","70","83","54"
"KG000038353","BISHKEK, KG","2007-06-16","71","85","53"
"KG000038353","BISHKEK, KG","2007-06-17","74","87","55"
"KG000038353","BISHKEK, KG","2007-06-18","77","91","62"
"KG000038353","BISHKEK, KG","2007-06-19","80","96","59"
"KG000038353","BISHKEK, KG","2007-06-20","86","101","64"
"KG000038353","BISHKEK, KG","2007-06-21","85","101","65"
"KG000038353","BISHKEK, KG","2007-06-22","87","103","68"
"KG000038353","BISHKEK, KG","2007-06-23","90","104","77"
"KG000038353","BISHKEK, KG","2007-06-24","77","92","75"
"KG000038353","BISHKEK, KG","2007-06-25","74","85","67"
"KG000038353","BISHKEK, KG","2007-06-26","81","95","66"
"KG000038353","BISHKEK, KG","2007-06-27","85","99","66"
"KG000038353","BISHKEK, KG","2007-06-28","69","87","66"
"KG000038353","BISHKEK, KG","2007-06-29","74","86","59"
"KG000038353","BISHKEK, KG","2007-06-30","78","89","62"
"KG000038353","BISHKEK, KG","2007-07-01","80","94","67"
"KG000038353","BISHKEK, KG","2007-07-02","78","91","65"
"KG000038353","BISHKEK, KG","2007-07-03","79","92","68"
"KG000038353","BISHKEK, KG","2007-07-04","81","93","63"
"KG000038353","BISHKEK, KG","2007-07-05","80","89","68"
"KG000038353","BISHKEK, KG","2007-07-06","79","92","70"
"KG000038353","BISHKEK, KG","2007-07-07","77","86","72"
"KG000038353","BISHKEK, KG","2007-07-08","78","89","67"
"KG000038353","BISHKEK, KG","2007-07-09","85","96","69"
"KG000038353","BISHKEK, KG","2007-07-10","85","97","74"
"KG000038353","BISHKEK, KG","2007-07-11","80","93","74"
"KG000038353","BISHKEK, KG","2007-07-12","79","87","67"
"KG000038353","BISHKEK, KG","2007-07-13","79","95","63"
"KG000038353","BISHKEK, KG","2007-07-14","80","94","65"
"KG000038353","BISHKEK, KG","2007-07-15","74","85","67"
"KG000038353","BISHKEK, KG","2007-07-16","69","84","61"
"KG000038353","BISHKEK, KG","2007-07-17","78","90","63"
"KG000038353","BISHKEK, KG","2007-07-18","83","97","69"
"KG000038353","BISHKEK, KG","2007-07-19","88","102","72"
"KG000038353","BISHKEK, KG","2007-07-20","91","103","76"
"KG000038353","BISHKEK, KG","2007-07-21","78","87","76"
"KG000038353","BISHKEK, KG","2007-07-22","77","87","69"
"KG000038353","BISHKEK, KG","2007-07-23","80","94","71"
"KG000038353","BISHKEK, KG","2007-07-24","83","95","69"
"KG000038353","BISHKEK, KG","2007-07-25","80","95","70"
"KG000038353","BISHKEK, KG","2007-07-26","72","81","68"
"KG000038353","BISHKEK, KG","2007-07-27","64","78","59"
"KG000038353","BISHKEK, KG","2007-07-28","70","83","53"
"KG000038353","BISHKEK, KG","2007-07-29","75","89","74"
"KG000038353","BISHKEK, KG","2007-07-30","80","94","60"
"KG000038353","BISHKEK, KG","2007-07-31","83","98","66"
"KG000038353","BISHKEK, KG","2007-08-01","82","94","69"
"KG000038353","BISHKEK, KG","2007-08-02","79","91","70"
"KG000038353","BISHKEK, KG","2007-08-03","73","83","65"
"KG000038353","BISHKEK, KG","2007-08-04","77","89","61"
"KG000038353","BISHKEK, KG","2007-08-05","79","94","62"
"KG000038353","BISHKEK, KG","2007-08-06","78","96","63"
"KG000038353","BISHKEK, KG","2007-08-07","80","93","69"
"KG000038353","BISHKEK, KG","2007-08-08","83","96","63"
"KG000038353","BISHKEK, KG","2007-08-09","85","99","69"
"KG000038353","BISHKEK, KG","2007-08-10","85","101","70"
"KG000038353","BISHKEK, KG","2007-08-11","75","89","69"
"KG000038353","BISHKEK, KG","2007-08-12","67","77","57"
"KG000038353","BISHKEK, KG","2007-08-13","71","84","55"
"KG000038353","BISHKEK, KG","2007-08-14","76","89","60"
"KG000038353","BISHKEK, KG","2007-08-15","72","85","63"
"KG000038353","BISHKEK, KG","2007-08-16","68","82","55"
"KG000038353","BISHKEK, KG","2007-08-17","69","84","54"
"KG000038353","BISHKEK, KG","2007-08-18","71","86","54"
"KG000038353","BISHKEK, KG","2007-08-19","70","86","54"
"KG000038353","BISHKEK, KG","2007-08-20","72","86","55"
"KG000038353","BISHKEK, KG","2007-08-21","69","83","58"
"KG000038353","BISHKEK, KG","2007-08-22","70","86","50"
"KG000038353","BISHKEK, KG","2007-08-23","75","90","57"
"KG000038353","BISHKEK, KG","2007-08-24","74","92","60"
"KG000038353","BISHKEK, KG","2007-08-25","79","92","67"
"KG000038353","BISHKEK, KG","2007-08-26","74","86","67"
"KG000038353","BISHKEK, KG","2007-08-27","74","89","57"
"KG000038353","BISHKEK, KG","2007-08-28",,"91","57"
"KG000038353","BISHKEK, KG","2007-08-29","83","94","60"
"KG000038353","BISHKEK, KG","2007-08-30","81","96","65"
"KG000038353","BISHKEK, KG","2007-08-31","82","96","67"
"KG000038353","BISHKEK, KG","2007-09-01","83","98","66"
"KG000038353","BISHKEK, KG","2007-09-02","81","95","66"
"KG000038353","BISHKEK, KG","2007-09-03","82","94","71"
"KG000038353","BISHKEK, KG","2007-09-04","75","87","68"
"KG000038353","BISHKEK, KG","2007-09-05","72","84","67"
"KG000038353","BISHKEK, KG","2007-09-06","69","85","55"
"KG000038353","BISHKEK, KG","2007-09-07","71","86","54"
"KG000038353","BISHKEK, KG","2007-09-08","76","85","56"
"KG000038353","BISHKEK, KG","2007-09-09","73","89","57"
"KG000038353","BISHKEK, KG","2007-09-10","75","92","54"
"KG000038353","BISHKEK, KG","2007-09-11","78","94","58"
"KG000038353","BISHKEK, KG","2007-09-12","78","94","63"
"KG000038353","BISHKEK, KG","2007-09-13","73","85","61"
"KG000038353","BISHKEK, KG","2007-09-14","68","81","54"
"KG000038353","BISHKEK, KG","2007-09-15","69","83","52"
"KG000038353","BISHKEK, KG","2007-09-16","74","88","53"
"KG000038353","BISHKEK, KG","2007-09-17","70","84","58"
"KG000038353","BISHKEK, KG","2007-09-18","73","87","55"
"KG000038353","BISHKEK, KG","2007-09-19","72","87","60"
"KG000038353","BISHKEK, KG","2007-09-20","63","75","56"
"KG000038353","BISHKEK, KG","2007-09-21","58","70","48"
"KG000038353","BISHKEK, KG","2007-09-22","52","65","46"
"KG000038353","BISHKEK, KG","2007-09-23","53","65","51"
"KG000038353","BISHKEK, KG","2007-09-24","54","67","37"
"KG000038353","BISHKEK, KG","2007-09-25","58","71","43"
"KG000038353","BISHKEK, KG","2007-09-26","57","71","46"
"KG000038353","BISHKEK, KG","2007-09-27","55","64","44"
"KG000038353","BISHKEK, KG","2007-09-28","54","67","46"
"KG000038353","BISHKEK, KG","2007-09-29","55","67","40"
"KG000038353","BISHKEK, KG","2007-09-30","58","70","44"
"KG000038353","BISHKEK, KG","2007-10-01","58","69","46"
"KG000038353","BISHKEK, KG","2007-10-02","44","60","37"
"KG000038353","BISHKEK, KG","2007-10-03","40","44","36"
"KG000038353","BISHKEK, KG","2007-10-04","43","55","32"
"KG000038353","BISHKEK, KG","2007-10-05","45","58","31"
"KG000038353","BISHKEK, KG","2007-10-06","46","55","36"
"KG000038353","BISHKEK, KG","2007-10-07","49","62","39"
"KG000038353","BISHKEK, KG","2007-10-08","51","63","37"
"KG000038353","BISHKEK, KG","2007-10-09","51","64","38"
"KG000038353","BISHKEK, KG","2007-10-10","51","65","38"
"KG000038353","BISHKEK, KG","2007-10-11","53","67","38"
"KG000038353","BISHKEK, KG","2007-10-12","56","69","40"
"KG000038353","BISHKEK, KG","2007-10-13","57","72","43"
"KG000038353","BISHKEK, KG","2007-10-14","59","76","43"
"KG000038353","BISHKEK, KG","2007-10-15","61","76","45"
"KG000038353","BISHKEK, KG","2007-10-16","61","76","46"
"KG000038353","BISHKEK, KG","2007-10-17","62","76","45"
"KG000038353","BISHKEK, KG","2007-10-18","62","78","47"
"KG000038353","BISHKEK, KG","2007-10-19","56","70","48"
"KG000038353","BISHKEK, KG","2007-10-20","45","51","39"
"KG000038353","BISHKEK, KG","2007-10-21","40","46","37"
"KG000038353","BISHKEK, KG","2007-10-22","45","60","29"
"KG000038353","BISHKEK, KG","2007-10-23","46","57","35"
"KG000038353","BISHKEK, KG","2007-10-24","45","53","34"
"KG000038353","BISHKEK, KG","2007-10-25","46","54","43"
"KG000038353","BISHKEK, KG","2007-10-26","44","55","37"
"KG000038353","BISHKEK, KG","2007-10-27","44","55","33"
"KG000038353","BISHKEK, KG","2007-10-28","43","55","30"
"KG000038353","BISHKEK, KG","2007-10-29","43","57","31"
"KG000038353","BISHKEK, KG","2007-10-30","46","60","34"
"KG000038353","BISHKEK, KG","2007-10-31","47","62","34"
"KG000038353","BISHKEK, KG","2007-11-01","48","63","35"
"KG000038353","BISHKEK, KG","2007-11-02","49","64","35"
"KG000038353","BISHKEK, KG","2007-11-03","56","73","38"
"KG000038353","BISHKEK, KG","2007-11-04","61","79","44"
"KG000038353","BISHKEK, KG","2007-11-05","47","59","46"
"KG000038353","BISHKEK, KG","2007-11-06","46","63","32"
"KG000038353","BISHKEK, KG","2007-11-07","54","67","40"
"KG000038353","BISHKEK, KG","2007-11-08","53","70","45"
"KG000038353","BISHKEK, KG","2007-11-09","29","55","27"
"KG000038353","BISHKEK, KG","2007-11-10","32","34","26"
"KG000038353","BISHKEK, KG","2007-11-11","51","65","31"
"KG000038353","BISHKEK, KG","2007-11-12","44","54","38"
"KG000038353","BISHKEK, KG","2007-11-13","49","64","33"
"KG000038353","BISHKEK, KG","2007-11-14","42","54","40"
"KG000038353","BISHKEK, KG","2007-11-15","39","44","36"
"KG000038353","BISHKEK, KG","2007-11-16","41","54","34"
"KG000038353","BISHKEK, KG","2007-11-17","37","52","29"
"KG000038353","BISHKEK, KG","2007-11-18","38","55","27"
"KG000038353","BISHKEK, KG","2007-11-19","44","59","28"
"KG000038353","BISHKEK, KG","2007-11-20","42","54","36"
"KG000038353","BISHKEK, KG","2007-11-21","40","49","30"
"KG000038353","BISHKEK, KG","2007-11-22","55","65","38"
"KG000038353","BISHKEK, KG","2007-11-23","33","54","31"
"KG000038353","BISHKEK, KG","2007-11-24","29","31","28"
"KG000038353","BISHKEK, KG","2007-11-25","30","39","20"
"KG000038353","BISHKEK, KG","2007-11-26","43","56","32"
"KG000038353","BISHKEK, KG","2007-11-27","42","49","34"
"KG000038353","BISHKEK, KG","2007-11-28","40","45","36"
"KG000038353","BISHKEK, KG","2007-11-29","38","52","31"
"KG000038353","BISHKEK, KG","2007-11-30","47","63","33"
"KG000038353","BISHKEK, KG","2007-12-01","30","46","29"
"KG000038353","BISHKEK, KG","2007-12-02","29","31","27"
"KG000038353","BISHKEK, KG","2007-12-03","40","58","25"
"KG000038353","BISHKEK, KG","2007-12-04","44","57","34"
"KG000038353","BISHKEK, KG","2007-12-05","41","47","35"
"KG000038353","BISHKEK, KG","2007-12-06","38","41","36"
"KG000038353","BISHKEK, KG","2007-12-07","32","39","32"
"KG000038353","BISHKEK, KG","2007-12-08","29","37","21"
"KG000038353","BISHKEK, KG","2007-12-09","26","29","24"
"KG000038353","BISHKEK, KG","2007-12-10","28","29","26"
"KG000038353","BISHKEK, KG","2007-12-11","26","27","24"
"KG000038353","BISHKEK, KG","2007-12-12","23","25","22"
"KG000038353","BISHKEK, KG","2007-12-13","22","23","21"
"KG000038353","BISHKEK, KG","2007-12-14","21","28","20"
"KG000038353","BISHKEK, KG","2007-12-15","21","31","12"
"KG000038353","BISHKEK, KG","2007-12-16","37","49","17"
"KG000038353","BISHKEK, KG","2007-12-17","37","42","32"
"KG000038353","BISHKEK, KG","2007-12-18","35","42","31"
"KG000038353","BISHKEK, KG","2007-12-19","32","35","31"
"KG000038353","BISHKEK, KG","2007-12-20","31","36","25"
"KG000038353","BISHKEK, KG","2007-12-21","30","37","29"
"KG000038353","BISHKEK, KG","2007-12-22","32","43","18"
"KG000038353","BISHKEK, KG","2007-12-23","30","36","29"
"KG000038353","BISHKEK, KG","2007-12-24","26","35","21"
"KG000038353","BISHKEK, KG","2007-12-25","14","25","13"
"KG000038353","BISHKEK, KG","2007-12-26","0","13","-4"
"KG000038353","BISHKEK, KG","2007-12-27","0","14","-9"
"KG000038353","BISHKEK, KG","2007-12-28","1","11","-7"
"KG000038353","BISHKEK, KG","2007-12-29","4","15","-3"
"KG000038353","BISHKEK, KG","2007-12-30","4","15","-6"
"KG000038353","BISHKEK, KG","2007-12-31","7","25","-2"
"KG000038353","BISHKEK, KG","2008-01-01","10","23","0"
"KG000038353","BISHKEK, KG","2008-01-02","27","45","8"
"KG000038353","BISHKEK, KG","2008-01-03","27","35","21"
"KG000038353","BISHKEK, KG","2008-01-04","28","35","21"
"KG000038353","BISHKEK, KG","2008-01-05","21","28","18"
"KG000038353","BISHKEK, KG","2008-01-06","25","37","16"
"KG000038353","BISHKEK, KG","2008-01-07","15","22","12"
"KG000038353","BISHKEK, KG","2008-01-08","17","22","13"
"KG000038353","BISHKEK, KG","2008-01-09","10","14","3"
"KG000038353","BISHKEK, KG","2008-01-10","16","20","6"
"KG000038353","BISHKEK, KG","2008-01-11","21","29","16"
"KG000038353","BISHKEK, KG","2008-01-12","19","31","9"
"KG000038353","BISHKEK, KG","2008-01-13","14","21","12"
"KG000038353","BISHKEK, KG","2008-01-14","12","25","6"
"KG000038353","BISHKEK, KG","2008-01-15","19","30","6"
"KG000038353","BISHKEK, KG","2008-01-16","13","21","8"
"KG000038353","BISHKEK, KG","2008-01-17","15","21","9"
"KG000038353","BISHKEK, KG","2008-01-18","9","24","5"
"KG000038353","BISHKEK, KG","2008-01-19","2","8","0"
"KG000038353","BISHKEK, KG","2008-01-20","2","13","-8"
"KG000038353","BISHKEK, KG","2008-01-21","2","12","-6"
"KG000038353","BISHKEK, KG","2008-01-22","0","13","-6"
"KG000038353","BISHKEK, KG","2008-01-23","4","13","-2"
"KG000038353","BISHKEK, KG","2008-01-24","1","8","-5"
"KG000038353","BISHKEK, KG","2008-01-25","1","10","-6"
"KG000038353","BISHKEK, KG","2008-01-26","14","31","-4"
"KG000038353","BISHKEK, KG","2008-01-27","22","40","10"
"KG000038353","BISHKEK, KG","2008-01-28","21","38","4"
