"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KG000038353","BISHKEK, KG","2000-11-30","20","24",
"KG000038353","BISHKEK, KG","2000-12-01","33","47","11"
"KG000038353","BISHKEK, KG","2000-12-02","38",,"31"
"KG000038353","BISHKEK, KG","2000-12-03","36",,"29"
"KG000038353","BISHKEK, KG","2000-12-04","34","42",
"KG000038353","BISHKEK, KG","2000-12-05","30",,
"KG000038353","BISHKEK, KG","2000-12-06","25","37",
"KG000038353","BISHKEK, KG","2000-12-07","28","39","17"
"KG000038353","BISHKEK, KG","2000-12-08","31","40","27"
"KG000038353","BISHKEK, KG","2000-12-09","34","42","27"
"KG000038353","BISHKEK, KG","2000-12-10","30","33",
"KG000038353","BISHKEK, KG","2000-12-11","25",,
"KG000038353","BISHKEK, KG","2000-12-12","19","27","13"
"KG000038353","BISHKEK, KG","2000-12-13","40","60","17"
"KG000038353","BISHKEK, KG","2000-12-14","37","46","34"
"KG000038353","BISHKEK, KG","2000-12-15","38","46",
"KG000038353","BISHKEK, KG","2000-12-16","33","44",
"KG000038353","BISHKEK, KG","2000-12-17","34","39","31"
"KG000038353","BISHKEK, KG","2000-12-18","33","47",
"KG000038353","BISHKEK, KG","2000-12-19","37","54","27"
"KG000038353","BISHKEK, KG","2000-12-20","39","59","31"
"KG000038353","BISHKEK, KG","2000-12-21","41","50","31"
"KG000038353","BISHKEK, KG","2000-12-22","47","62",
"KG000038353","BISHKEK, KG","2000-12-23","40",,
"KG000038353","BISHKEK, KG","2000-12-24","33","39",
"KG000038353","BISHKEK, KG","2000-12-25","32","39","28"
"KG000038353","BISHKEK, KG","2000-12-26","43","54","32"
"KG000038353","BISHKEK, KG","2000-12-27","39","44",
"KG000038353","BISHKEK, KG","2000-12-28","35","36",
"KG000038353","BISHKEK, KG","2000-12-29","34","37","33"
"KG000038353","BISHKEK, KG","2000-12-30","36",,
"KG000038353","BISHKEK, KG","2000-12-31","29","39",
"KG000038353","BISHKEK, KG","2001-01-01","29","42","21"
"KG000038353","BISHKEK, KG","2001-01-02","35","54",
"KG000038353","BISHKEK, KG","2001-01-03","35","45",
"KG000038353","BISHKEK, KG","2001-01-04","38","46",
"KG000038353","BISHKEK, KG","2001-01-05","31","40",
"KG000038353","BISHKEK, KG","2001-01-06","29",,
"KG000038353","BISHKEK, KG","2001-01-07","25",,
"KG000038353","BISHKEK, KG","2001-01-08","32","46",
"KG000038353","BISHKEK, KG","2001-01-09","34","47",
"KG000038353","BISHKEK, KG","2001-01-10","29","33",
"KG000038353","BISHKEK, KG","2001-01-11","22","34","10"
"KG000038353","BISHKEK, KG","2001-01-12","25","54",
"KG000038353","BISHKEK, KG","2001-01-13","34","53",
"KG000038353","BISHKEK, KG","2001-01-14","36","53",
"KG000038353","BISHKEK, KG","2001-01-15","37","54",
"KG000038353","BISHKEK, KG","2001-01-16","20","39",
"KG000038353","BISHKEK, KG","2001-01-17","15","27",
"KG000038353","BISHKEK, KG","2001-01-18","19","36",
"KG000038353","BISHKEK, KG","2001-01-19","22","34",
"KG000038353","BISHKEK, KG","2001-01-20","23",,"19"
"KG000038353","BISHKEK, KG","2001-01-21","22",,
"KG000038353","BISHKEK, KG","2001-01-22","22",,
"KG000038353","BISHKEK, KG","2001-01-23","20",,
"KG000038353","BISHKEK, KG","2001-01-24","20",,
"KG000038353","BISHKEK, KG","2001-01-25","8",,
"KG000038353","BISHKEK, KG","2001-01-26","10","17","1"
"KG000038353","BISHKEK, KG","2001-01-27","5","16",
"KG000038353","BISHKEK, KG","2001-01-28","7","20",
"KG000038353","BISHKEK, KG","2001-01-29","13",,
"KG000038353","BISHKEK, KG","2001-01-30","6","17",
"KG000038353","BISHKEK, KG","2001-01-31","7",,
"KG000038353","BISHKEK, KG","2001-02-01","22",,"4"
"KG000038353","BISHKEK, KG","2001-02-02","27",,"12"
"KG000038353","BISHKEK, KG","2001-02-03","33","49",
"KG000038353","BISHKEK, KG","2001-02-04","32","41","24"
"KG000038353","BISHKEK, KG","2001-02-05","39","52",
"KG000038353","BISHKEK, KG","2001-02-06","32",,"26"
"KG000038353","BISHKEK, KG","2001-02-07","30","34",
"KG000038353","BISHKEK, KG","2001-02-08","33",,"26"
"KG000038353","BISHKEK, KG","2001-02-09","29","36",
"KG000038353","BISHKEK, KG","2001-02-10","21","30",
"KG000038353","BISHKEK, KG","2001-02-11","13",,
"KG000038353","BISHKEK, KG","2001-02-12","22",,
"KG000038353","BISHKEK, KG","2001-02-13","25",,
"KG000038353","BISHKEK, KG","2001-02-14","27","43",
"KG000038353","BISHKEK, KG","2001-02-15","38",,"22"
"KG000038353","BISHKEK, KG","2001-02-16","42",,"33"
"KG000038353","BISHKEK, KG","2001-02-17","35",,
"KG000038353","BISHKEK, KG","2001-02-18","35","48",
"KG000038353","BISHKEK, KG","2001-02-19","33","41","27"
"KG000038353","BISHKEK, KG","2001-02-20","33",,
"KG000038353","BISHKEK, KG","2001-02-21","36","52",
"KG000038353","BISHKEK, KG","2001-02-22","42","54","33"
"KG000038353","BISHKEK, KG","2001-02-23","38",,
"KG000038353","BISHKEK, KG","2001-02-24","36","47",
"KG000038353","BISHKEK, KG","2001-02-25","41",,
"KG000038353","BISHKEK, KG","2001-02-26","45",,
"KG000038353","BISHKEK, KG","2001-02-27","46","63",
"KG000038353","BISHKEK, KG","2001-02-28","36",,
"KG000038353","BISHKEK, KG","2001-03-01","42",,"31"
"KG000038353","BISHKEK, KG","2001-03-02","37","55",
"KG000038353","BISHKEK, KG","2001-03-03","31","42",
"KG000038353","BISHKEK, KG","2001-03-04","41","65",
"KG000038353","BISHKEK, KG","2001-03-05","47",,
"KG000038353","BISHKEK, KG","2001-03-06","45",,
"KG000038353","BISHKEK, KG","2001-03-07","47",,
"KG000038353","BISHKEK, KG","2001-03-08","51",,
"KG000038353","BISHKEK, KG","2001-03-09","55",,"39"
"KG000038353","BISHKEK, KG","2001-03-10","45",,
"KG000038353","BISHKEK, KG","2001-03-11","31",,
"KG000038353","BISHKEK, KG","2001-03-12","31",,"24"
"KG000038353","BISHKEK, KG","2001-03-13","29",,"27"
"KG000038353","BISHKEK, KG","2001-03-14","34",,
"KG000038353","BISHKEK, KG","2001-03-15","37",,
"KG000038353","BISHKEK, KG","2001-03-16","42",,
"KG000038353","BISHKEK, KG","2001-03-17","51",,
"KG000038353","BISHKEK, KG","2001-03-18","58",,"39"
"KG000038353","BISHKEK, KG","2001-03-19","45","57",
"KG000038353","BISHKEK, KG","2001-03-20","41",,
"KG000038353","BISHKEK, KG","2001-03-21","51",,
"KG000038353","BISHKEK, KG","2001-03-22","54",,"37"
"KG000038353","BISHKEK, KG","2001-03-23","59",,
"KG000038353","BISHKEK, KG","2001-03-24","59",,
"KG000038353","BISHKEK, KG","2001-03-25","62",,
"KG000038353","BISHKEK, KG","2001-03-26","65",,
"KG000038353","BISHKEK, KG","2001-03-27","65",,
"KG000038353","BISHKEK, KG","2001-03-28","54",,
"KG000038353","BISHKEK, KG","2001-03-29","51",,"45"
"KG000038353","BISHKEK, KG","2001-03-30","54",,
"KG000038353","BISHKEK, KG","2001-03-31","58",,
"KG000038353","BISHKEK, KG","2001-04-01","44",,
"KG000038353","BISHKEK, KG","2001-04-02","42",,
"KG000038353","BISHKEK, KG","2001-04-03","49",,"29"
"KG000038353","BISHKEK, KG","2001-04-04","59","72","42"
"KG000038353","BISHKEK, KG","2001-04-05","42","54",
"KG000038353","BISHKEK, KG","2001-04-06","49",,"34"
"KG000038353","BISHKEK, KG","2001-04-07","36",,
"KG000038353","BISHKEK, KG","2001-04-08","41","57","25"
"KG000038353","BISHKEK, KG","2001-04-09","56","74","30"
"KG000038353","BISHKEK, KG","2001-04-10","57","72","34"
"KG000038353","BISHKEK, KG","2001-04-11","64","81","50"
"KG000038353","BISHKEK, KG","2001-04-12","67",,
